sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,score_text,v_score_text,two_year_recid
Female,42,25 - 45,Caucasian,0,0,0,3,F,culture medium,Low,0
Female,29,25 - 45,Caucasian,0,0,0,1,F,Medium,Medium,0
Female,29,25 - 45,Caucasian,0,0,0,1,F,Medium,Medium,0
Female,29,25 - 45,Caucasian,0,0,0,1,F,Medium,Medium,0
Female,28,25 - 45,Hispanic,0,0,0,2,F,low-spirited,Low,0
Male,36,25 - 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,31,25 - 45,Hispanic,0,0,0,0,M,Low,Low,0
Male,29,25 - 45,African-American,0,0,0,4,F,Medium,Medium,0
Male,29,25 - 45,African-American,0,0,0,4,F,Medium,Medium,0
Male,25,25 - 45,African-American,0,0,0,5,F,High,Medium,1
Male,36,25 - 45,African-American,0,0,0,4,F,Medium,Low,0
Male,36,25 - 45,African-American,0,0,0,4,F,culture medium,Low,0
Male,24,Less than 25,African-American,0,0,0,1,M,spiritualist,Medium,0
Male,28,25 - 45,Caucasian,0,0,0,5,F,Medium,Low,0
Male,25,25 - 45,African-American,0,0,0,1,M,High,Medium,0
Male,31,25 - 45,Caucasian,0,0,0,0,M,Low,Low,1
Male,23,Less than 25,African-American,0,0,0,0,F,Sir David Low,Medium,0
Male,23,Less than 25,African-American,0,0,0,0,F,Low,Medium,0
Male,29,25 - 45,Caucasian,0,0,0,4,M,Medium,Low,0
Male,29,25 - 45,Caucasian,0,0,0,4,M,Medium,Low,0
Male,29,25 - 45,Caucasian,0,0,0,4,M,Medium,Low,0
Male,29,25 - 45,Caucasian,0,0,0,4,M,Medium,Low,1
Male,51,Greater than 45,African-American,0,0,0,11,M,Medium,Medium,0
Male,51,Greater than 45,African-American,0,0,0,11,M,Medium,Medium,0
Male,51,Greater than 45,African-American,0,0,0,11,M,Medium,Medium,0
Male,34,25 - 45,African-American,0,0,0,1,F,sensitive,Low,0
Male,29,25 - 45,African-American,0,0,0,12,F,Low,Low,0
Male,29,25 - 45,African-American,0,0,0,12,F,Low,Low,0
Male,29,25 - 45,African-American,0,0,0,12,F,Low,Low,0
Male,39,25 - 45,African-American,0,0,0,11,M,High,Low,0
Male,39,25 - 45,African-American,0,0,0,11,M,High,Low,0
Male,39,25 - 45,African-American,0,1,0,13,F,High,Medium,0
Male,39,25 - 45,African-American,0,1,0,13,F,High,Medium,0
Female,20,Less than 25,African-American,0,0,0,0,M,Low,Medium,0
Female,24,Less than 25,African-American,0,0,0,4,M,Medium,Low,0
Male,35,25 - 45,Caucasian,0,0,0,0,F,Medium,Low,0
Female,36,25 - 45,Hispanic,0,0,0,0,M,Low,Low,0
Male,59,Greater than 45,African-American,0,0,0,15,M,Medium,Low,0
Male,59,Greater than 45,African-American,0,0,0,15,M,Medium,Low,0
Male,59,Greater than 45,African-American,0,0,0,15,M,sensitive,Low,0
Male,19,Less than 25,African-American,0,0,1,0,F,High,High,0
Male,19,Less than 25,African-American,0,0,1,0,F,High,High,0
Male,25,25 - 45,Caucasian,0,0,0,3,F,Low,Low,0
Male,23,Less than 25,African-American,0,0,2,3,F,High,High,0
Male,23,Less than 25,African-American,0,0,2,3,F,in high spirits,High,1
Male,31,25 - 45,African-American,0,0,0,15,F,High,Low,0
Male,31,25 - 45,African-American,0,0,0,15,F,High,Low,0
Male,34,25 - 45,Other,0,0,0,2,F,Low,Low,0
Female,28,25 - 45,African-American,0,0,0,0,M,Low,Low,0
Male,53,Greater than 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,34,25 - 45,African-American,0,0,0,12,F,Medium,Medium,0
Female,63,Greater than 45,African-American,0,0,0,1,F,Low,Low,0
Male,21,Less than 25,Other,0,0,0,0,F,small,Medium,0
Female,21,Less than 25,African-American,0,0,0,0,F,Medium,Medium,1
Male,47,Greater than 45,Caucasian,0,0,0,28,F,High,Low,0
Male,47,Greater than 45,Caucasian,0,0,0,28,F,High,Low,0
Male,47,Greater than 45,Caucasian,0,0,0,28,F,high gear,Low,0
Male,47,Greater than 45,Caucasian,0,0,0,28,F,richly,Low,0
Male,47,Greater than 45,Caucasian,0,0,0,28,F,gamy,Low,0
Male,25,25 - 45,Other,0,0,0,3,F,Low,Low,0
Male,34,25 - 45,African-American,0,0,0,7,F,spiritualist,Low,0
Female,42,25 - 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,43,25 - 45,African-American,0,0,0,1,M,Low,Low,0
Male,22,Less than 25,African-American,0,0,0,0,F,low-down,Medium,0
Male,58,Greater than 45,Caucasian,0,0,0,4,F,Medium,Low,1
Female,40,25 - 45,Hispanic,0,0,0,4,F,Low,Low,0
Female,40,25 - 45,Hispanic,0,0,0,4,F,Low,Low,0
Male,20,Less than 25,African-American,0,0,0,1,M,Medium,High,0
Male,20,Less than 25,African-American,0,0,0,1,M,Medium,High,0
Male,36,25 - 45,African-American,3,0,0,16,F,mellow,Medium,0
Male,36,25 - 45,African-American,3,0,0,16,F,High,Medium,0
Female,23,Less than 25,African-American,0,0,0,0,M,Low,Low,0
Female,23,Less than 25,African-American,0,0,0,0,M,Low,Low,0
Female,23,Less than 25,African-American,0,0,0,0,M,Low,Low,1
Male,34,25 - 45,African-American,0,0,0,5,F,depressed,Low,0
Male,34,25 - 45,African-American,0,0,0,5,F,Low,Low,0
Male,56,Greater than 45,Caucasian,0,0,0,13,F,Low,Low,0
Female,52,Greater than 45,Caucasian,0,0,0,0,F,Low,Low,0
Male,56,Greater than 45,African-American,0,0,0,0,F,broken,Low,0
Male,53,Greater than 45,Caucasian,0,0,0,1,F,Low,Low,0
Female,37,25 - 45,African-American,0,0,0,0,M,Low,Low,0
Female,50,Greater than 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,25,25 - 45,African-American,0,0,0,1,F,Low,Low,0
Male,25,25 - 45,African-American,0,0,0,1,F,Low,Low,0
Male,25,25 - 45,African-American,0,0,0,1,F,Low,Low,0
Male,25,25 - 45,African-American,0,0,0,1,F,Low,Low,0
Male,25,25 - 45,African-American,0,0,0,1,F,Low,Low,0
Male,25,25 - 45,African-American,0,0,0,1,F,Low,Low,0
Male,25,25 - 45,African-American,0,0,0,1,F,Low,Low,0
Male,25,25 - 45,African-American,0,0,0,1,F,Low,Low,0
Male,25,25 - 45,African-American,0,0,0,1,F,Sir David Low,Low,0
Male,22,Less than 25,African-American,0,0,0,0,F,Medium,Medium,1
Female,43,25 - 45,Caucasian,0,0,0,0,M,Low,Low,0
Female,43,25 - 45,Caucasian,0,0,0,0,M,Sir David Low,Low,1
Male,30,25 - 45,Caucasian,0,0,0,1,M,Low,Low,0
Male,25,25 - 45,African-American,0,0,0,3,F,spiritualist,Low,0
Male,25,25 - 45,African-American,0,0,0,3,F,Medium,Low,0
Male,29,25 - 45,Asian,0,0,0,0,F,Low,Low,0
Male,24,Less than 25,Caucasian,0,0,0,0,F,Low,Low,0
Male,29,25 - 45,African-American,0,0,0,7,M,High,Low,1
Female,27,25 - 45,Caucasian,0,0,0,3,F,humiliated,Low,0
Female,20,Less than 25,African-American,1,0,0,1,F,High,High,0
Female,24,Less than 25,Caucasian,0,0,0,0,F,Low,Medium,0
Female,74,Greater than 45,African-American,0,0,0,0,F,Low,Low,0
Male,27,25 - 45,African-American,0,0,1,8,M,Medium,Medium,0
Male,27,25 - 45,African-American,0,0,1,8,M,Medium,Medium,1
Male,37,25 - 45,Hispanic,0,0,0,1,F,Low,Low,0
Male,39,25 - 45,African-American,0,1,1,8,F,High,High,0
Male,39,25 - 45,African-American,0,1,1,8,F,High,High,0
Male,39,25 - 45,African-American,0,1,1,8,F,High,High,0
Male,39,25 - 45,African-American,0,1,1,8,F,High,High,0
Male,39,25 - 45,African-American,0,1,1,8,F,High,High,0
Male,39,25 - 45,African-American,0,1,1,8,F,High,High,0
Male,29,25 - 45,Caucasian,0,0,0,5,F,Low,Low,0
Male,26,25 - 45,Caucasian,0,0,0,3,F,High,Low,0
Male,25,25 - 45,African-American,0,0,0,0,M,Low,Low,0
Female,35,25 - 45,African-American,0,0,0,5,F,Low,Low,0
Female,44,25 - 45,African-American,0,0,0,0,M,Low,Low,0
Male,45,Greater than 45,African-American,0,0,0,17,F,Low,Low,0
Male,29,25 - 45,African-American,0,0,0,1,M,medium,Medium,0
Male,36,25 - 45,Caucasian,0,0,0,1,F,Low,Low,0
Male,61,Greater than 45,African-American,0,0,0,13,F,Low,Low,0
Male,61,Greater than 45,African-American,0,0,0,13,F,Low,Low,0
Male,61,Greater than 45,African-American,0,0,0,13,F,Low,Low,0
Male,61,Greater than 45,African-American,0,0,0,13,F,Low,Low,0
Male,61,Greater than 45,African-American,0,0,0,13,F,Low,Low,0
Male,61,Greater than 45,African-American,0,0,0,13,F,Low,Low,0
Male,26,25 - 45,Caucasian,0,0,0,2,F,Low,Medium,0
Male,26,25 - 45,Caucasian,0,0,0,2,F,Low,Medium,0
Male,26,25 - 45,Caucasian,0,0,0,2,F,Low,Medium,0
Male,30,25 - 45,Hispanic,5,0,0,7,F,High,High,0
Male,34,25 - 45,Caucasian,0,0,0,3,M,Medium,Low,0
Male,28,25 - 45,African-American,0,0,0,1,M,Medium,Medium,0
Male,29,25 - 45,Caucasian,0,0,0,1,F,intermediate,Low,0
Male,29,25 - 45,Caucasian,0,0,0,1,F,Medium,Low,0
Male,29,25 - 45,Caucasian,0,0,0,1,F,Medium,Low,0
Male,29,25 - 45,Caucasian,0,0,0,1,F,Medium,Low,0
Male,29,25 - 45,Caucasian,0,0,0,1,F,Medium,Low,0
Female,26,25 - 45,African-American,0,0,0,1,F,Medium,Low,0
Female,39,25 - 45,Caucasian,0,1,0,11,F,Medium,Low,0
Female,39,25 - 45,Caucasian,0,1,0,11,F,medium,Low,0
Female,39,25 - 45,Caucasian,0,1,0,11,F,spiritualist,Low,0
Male,22,Less than 25,African-American,0,1,0,3,F,Low,Medium,0
Male,22,Less than 25,African-American,0,1,0,3,F,Low,Medium,0
Male,28,25 - 45,Caucasian,0,0,0,4,F,gloomy,Low,0
Male,28,25 - 45,Caucasian,0,0,0,4,F,Low,Low,0
Male,28,25 - 45,Caucasian,0,0,0,0,F,Low,Low,0
Male,28,25 - 45,Caucasian,0,0,0,0,F,Low,Low,0
Male,28,25 - 45,Caucasian,0,0,0,0,F,Low,Low,0
Male,51,Greater than 45,Caucasian,0,0,0,1,F,Low,Low,0
Male,51,Greater than 45,Caucasian,0,0,0,1,F,Low,Low,1
Female,35,25 - 45,Hispanic,0,0,0,0,M,Low,Low,0
Female,23,Less than 25,African-American,0,0,0,0,M,Low,Low,0
Male,29,25 - 45,African-American,1,2,0,6,F,Medium,High,0
Male,29,25 - 45,African-American,1,2,0,6,F,Medium,High,0
Male,20,Less than 25,Other,0,0,0,0,F,Low,Medium,0
Male,20,Less than 25,Other,0,0,0,0,F,Low,Medium,0
Male,20,Less than 25,Other,0,0,0,0,F,Low,Medium,0
Male,20,Less than 25,Other,0,0,0,0,F,Low,Medium,0
Male,20,Less than 25,Other,0,0,0,0,F,Low,Medium,0
Male,60,Greater than 45,Caucasian,0,0,0,0,F,first,Low,0
Male,24,Less than 25,African-American,0,0,2,1,M,High,High,0
Male,24,Less than 25,African-American,0,0,2,1,M,High,High,0
Male,24,Less than 25,African-American,0,0,2,1,M,High,High,0
Male,24,Less than 25,African-American,0,0,2,1,M,High,High,0
Male,24,Less than 25,African-American,0,0,2,1,M,High,High,0
Male,24,Less than 25,African-American,0,0,2,1,M,High,High,0
Male,24,Less than 25,African-American,0,0,2,1,M,High,High,0
Male,24,Less than 25,African-American,0,0,2,1,M,High,High,0
Male,21,Less than 25,African-American,0,0,0,0,F,Low,Medium,0
Female,23,Less than 25,Hispanic,0,1,0,2,M,Low,Medium,0
Female,33,25 - 45,African-American,0,0,0,5,F,Medium,Medium,0
Female,33,25 - 45,African-American,0,0,0,5,F,Medium,Medium,0
Male,21,Less than 25,Caucasian,1,0,0,1,F,Low,Medium,0
Male,59,Greater than 45,Caucasian,0,0,0,3,M,Low,Low,0
Male,26,25 - 45,Caucasian,0,0,0,4,F,Low,Low,1
Male,38,25 - 45,Other,0,0,0,2,F,low,Low,0
Male,23,Less than 25,African-American,0,0,0,0,M,Medium,Medium,0
Male,19,Less than 25,Caucasian,1,3,2,5,M,senior high,High,0
Male,19,Less than 25,Caucasian,1,3,2,5,M,High,High,0
Male,19,Less than 25,Caucasian,1,3,2,5,M,High,High,0
Male,60,Greater than 45,Caucasian,0,0,0,5,M,Low,Low,0
Male,52,Greater than 45,Native American,0,0,0,4,M,Low,Low,0
Male,26,25 - 45,Other,0,0,0,2,F,Low,Medium,0
Male,28,25 - 45,Hispanic,0,0,0,2,F,High,Medium,0
Male,23,Less than 25,Hispanic,0,0,0,2,F,Medium,Low,0
Male,23,Less than 25,Hispanic,0,0,0,2,F,Medium,Low,0
Male,23,Less than 25,Hispanic,0,0,0,2,F,culture medium,Low,0
Male,21,Less than 25,African-American,0,0,2,1,F,Medium,Medium,0
Male,21,Less than 25,African-American,0,0,2,1,F,Medium,Medium,0
Male,52,Greater than 45,African-American,0,0,0,0,M,Low,Low,0
Male,56,Greater than 45,African-American,0,0,0,12,F,Medium,Low,0
Male,56,Greater than 45,African-American,0,0,0,12,F,Medium,Low,0
Male,56,Greater than 45,African-American,0,0,0,12,F,Medium,Low,0
Male,40,25 - 45,Caucasian,0,0,0,1,M,Low,Low,0
Female,48,Greater than 45,Caucasian,0,0,0,8,M,Low,Low,0
Female,48,Greater than 45,Caucasian,0,0,0,8,M,Low,Low,0
Male,24,Less than 25,African-American,0,1,2,2,M,Medium,Medium,0
Male,24,Less than 25,African-American,0,1,2,2,M,Medium,Medium,0
Female,26,25 - 45,African-American,0,0,0,0,F,Low,Low,0
Female,26,25 - 45,African-American,0,0,0,0,F,humbled,Low,0
Female,24,Less than 25,African-American,0,0,0,1,F,Low,Low,0
Male,59,Greater than 45,African-American,0,0,0,5,M,Medium,Low,0
Male,66,Greater than 45,Caucasian,0,0,0,1,F,Low,Low,0
Male,66,Greater than 45,Caucasian,0,0,0,1,F,broken,Low,0
Male,70,Greater than 45,Hispanic,0,0,0,0,M,Low,Low,0
Male,70,Greater than 45,Hispanic,0,0,0,0,M,Low,Low,0
Female,54,Greater than 45,African-American,0,0,0,6,F,Low,Low,0
Male,19,Less than 25,Caucasian,0,0,3,0,F,Low,Medium,0
Male,44,25 - 45,Caucasian,0,0,0,0,M,grim,Low,0
Male,31,25 - 45,Caucasian,0,0,0,4,M,medium,Medium,0
Male,31,25 - 45,Caucasian,0,0,0,4,M,Medium,Medium,0
Male,31,25 - 45,Caucasian,0,0,0,4,M,Medium,Medium,0
Male,31,25 - 45,Caucasian,0,0,0,4,M,metier,Medium,1
Male,34,25 - 45,Caucasian,0,0,0,0,F,Low,Low,0
Male,34,25 - 45,Caucasian,0,0,0,0,F,Low,Low,1
Female,41,25 - 45,Hispanic,0,0,0,0,F,Low,Low,0
Male,25,25 - 45,African-American,0,0,0,9,F,High,High,0
Male,25,25 - 45,African-American,0,0,0,9,F,High,High,0
Male,25,25 - 45,African-American,0,0,0,9,F,mellow,High,0
Male,25,25 - 45,African-American,0,0,0,9,F,High,High,0
Male,25,25 - 45,African-American,0,0,0,9,F,High,High,0
Male,25,25 - 45,African-American,0,0,0,9,F,High,High,0
Male,60,Greater than 45,Caucasian,0,0,0,2,M,High,Low,0
Male,60,Greater than 45,Caucasian,0,0,0,2,M,High,Low,0
Male,27,25 - 45,Caucasian,0,0,0,1,F,Low,Low,0
Male,27,25 - 45,Caucasian,0,0,0,1,F,Low,Low,0
Male,54,Greater than 45,African-American,1,0,0,7,F,Medium,Low,0
Male,47,Greater than 45,Caucasian,0,0,0,2,F,Low,Low,0
Male,47,Greater than 45,Caucasian,0,0,0,2,F,Low,Low,0
Male,47,Greater than 45,Caucasian,0,0,0,2,F,Low,Low,0
Male,51,Greater than 45,African-American,0,0,1,12,F,High,Low,1
Male,25,25 - 45,Caucasian,0,0,0,1,F,Low,Low,0
Male,25,25 - 45,Other,0,0,0,0,F,modest,Low,1
Female,31,25 - 45,African-American,0,0,0,2,F,Low,Low,0
Female,31,25 - 45,African-American,0,0,0,2,F,dispirited,Low,0
Female,31,25 - 45,African-American,0,0,0,2,F,humbled,Low,0
Female,31,25 - 45,African-American,0,0,0,2,F,Low,Low,0
Male,44,25 - 45,Hispanic,0,0,0,2,F,Low,Low,1
Male,32,25 - 45,Hispanic,0,0,0,0,F,depressed,Low,0
Male,32,25 - 45,Hispanic,0,0,0,0,F,Low,Low,0
Male,36,25 - 45,Caucasian,0,0,0,1,F,Low,Low,1
Male,77,Greater than 45,Caucasian,0,0,0,3,F,scummy,Low,0
Male,19,Less than 25,African-American,0,0,0,0,F,Medium,High,0
Male,49,Greater than 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,31,25 - 45,African-American,0,0,0,0,F,Medium,Low,0
Male,31,25 - 45,African-American,0,0,0,0,F,Medium,Low,0
Male,30,25 - 45,Caucasian,0,0,1,1,F,Low,Low,0
Male,30,25 - 45,Caucasian,0,0,1,1,F,low-down,Low,0
Male,30,25 - 45,Caucasian,0,0,1,1,F,Low,Low,0
Male,30,25 - 45,Caucasian,0,0,1,1,F,Low,Low,0
Male,29,25 - 45,African-American,1,0,0,3,F,High,Medium,0
Male,29,25 - 45,African-American,1,0,0,3,F,High,Medium,0
Female,53,Greater than 45,Caucasian,0,0,0,6,F,Medium,Low,0
Female,53,Greater than 45,Caucasian,0,0,0,6,F,Medium,Low,0
Female,53,Greater than 45,Caucasian,0,0,0,6,F,Medium,Low,0
Female,53,Greater than 45,Caucasian,0,0,0,6,F,Medium,Low,0
Male,21,Less than 25,African-American,0,1,0,1,F,High,High,1
Male,21,Less than 25,African-American,0,0,0,0,F,Low,Medium,0
Female,27,25 - 45,African-American,0,0,0,1,F,Medium,Low,0
Female,50,Greater than 45,African-American,0,0,0,2,F,Low,Low,0
Female,50,Greater than 45,African-American,0,0,0,2,F,Low,Low,0
Female,65,Greater than 45,African-American,0,0,0,0,F,Low,Low,0
Female,59,Greater than 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,59,Greater than 45,African-American,0,0,0,0,M,Low,Low,0
Male,24,Less than 25,African-American,0,0,0,0,M,Medium,Medium,0
Male,40,25 - 45,African-American,0,0,0,0,F,Low,Low,0
Male,51,Greater than 45,African-American,0,0,0,0,F,lowly,Low,0
Male,34,25 - 45,African-American,1,0,0,10,F,High,Low,1
Male,23,Less than 25,African-American,1,0,4,2,F,High,High,0
Male,23,Less than 25,African-American,1,0,4,2,F,gamey,High,0
Male,23,Less than 25,African-American,1,0,4,2,F,High,High,0
Female,31,25 - 45,African-American,0,0,0,4,F,Low,Medium,0
Female,31,25 - 45,African-American,0,0,0,4,F,Low,Medium,0
Male,30,25 - 45,Hispanic,0,0,0,1,F,Low,Low,0
Male,30,25 - 45,Hispanic,0,0,0,1,F,Low,Low,0
Male,52,Greater than 45,African-American,0,0,0,1,F,Low,Low,0
Male,29,25 - 45,Caucasian,0,0,0,1,F,Low,Medium,0
Male,29,25 - 45,Caucasian,0,0,0,1,F,Low,Medium,0
Male,29,25 - 45,Caucasian,0,0,0,1,F,Low,Medium,0
Male,29,25 - 45,Caucasian,0,0,0,1,F,Low,Medium,0
Male,29,25 - 45,Caucasian,0,0,0,1,F,Low,Medium,0
Male,29,25 - 45,Caucasian,0,0,0,1,F,Low,Medium,0
Male,24,Less than 25,African-American,0,0,0,15,F,High,High,0
Male,24,Less than 25,African-American,0,0,0,15,F,High,High,0
Male,24,Less than 25,African-American,0,0,0,15,F,High,High,1
Male,38,25 - 45,African-American,0,0,0,2,F,Low,Low,1
Female,22,Less than 25,African-American,0,0,0,0,F,High,High,0
Female,22,Less than 25,African-American,0,0,0,0,F,High,High,0
Male,43,25 - 45,African-American,0,0,0,0,F,Medium,Low,0
Male,45,Greater than 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,32,25 - 45,Caucasian,0,0,0,5,F,High,Low,0
Male,32,25 - 45,Caucasian,0,0,0,5,F,High,Low,0
Male,32,25 - 45,Caucasian,0,0,0,5,F,high-pitched,Low,0
Male,36,25 - 45,African-American,0,0,0,0,F,Low,Low,0
Male,22,Less than 25,African-American,0,0,0,3,F,High,High,0
Male,55,Greater than 45,African-American,0,0,0,0,F,Low,Low,0
Male,55,Greater than 45,African-American,0,0,0,0,F,Low,Low,0
Male,36,25 - 45,African-American,0,1,0,18,F,High,High,0
Male,36,25 - 45,African-American,0,1,0,18,F,High,High,0
Male,26,25 - 45,African-American,0,0,0,2,F,Low,Low,0
Male,26,25 - 45,African-American,0,0,0,2,F,scurvy,Low,0
Male,23,Less than 25,Caucasian,0,0,1,1,M,Low,Low,0
Female,47,Greater than 45,Other,0,0,0,0,F,Low,Low,0
Male,28,25 - 45,Caucasian,0,0,0,1,M,Low,Low,0
Male,28,25 - 45,Caucasian,0,0,0,1,M,Low,Low,0
Male,28,25 - 45,Caucasian,0,0,0,1,M,Low,Low,0
Male,28,25 - 45,Caucasian,0,0,0,1,M,Low,Low,0
Male,42,25 - 45,African-American,0,0,0,1,M,Low,Low,0
Male,41,25 - 45,African-American,0,0,0,9,F,Medium,Medium,0
Male,41,25 - 45,African-American,0,0,0,9,F,Medium,Medium,0
Male,41,25 - 45,African-American,0,0,0,9,F,Medium,Medium,0
Male,41,25 - 45,African-American,0,0,0,9,F,Medium,Medium,0
Male,41,25 - 45,African-American,0,0,0,9,F,Medium,Medium,0
Male,41,25 - 45,African-American,0,0,0,9,F,Medium,Medium,0
Female,42,25 - 45,African-American,0,0,0,1,F,Low,Low,0
Male,21,Less than 25,African-American,0,1,0,1,F,medium,Medium,0
Male,21,Less than 25,African-American,0,1,0,1,F,Medium,Medium,0
Male,21,Less than 25,African-American,0,1,0,1,F,Medium,Medium,0
Male,21,Less than 25,African-American,0,1,0,1,F,Medium,Medium,0
Male,27,25 - 45,Hispanic,0,0,0,0,F,Low,Low,0
Male,27,25 - 45,Hispanic,0,0,0,0,F,Low,Low,0
Male,32,25 - 45,Caucasian,0,0,0,1,M,Low,Low,0
Male,32,25 - 45,Caucasian,0,0,0,1,M,Low,Low,0
Male,61,Greater than 45,Hispanic,0,0,0,2,F,Low,Low,0
Male,61,Greater than 45,Hispanic,0,0,0,2,F,down,Low,0
Male,61,Greater than 45,Hispanic,0,0,0,2,F,Low,Low,0
Male,27,25 - 45,Caucasian,0,0,0,0,M,Medium,Low,0
Male,26,25 - 45,African-American,0,0,0,0,F,low-pitched,Low,0
Male,41,25 - 45,Hispanic,0,0,0,1,M,Low,Low,0
Male,41,25 - 45,Hispanic,0,0,0,1,M,Low,Low,0
Male,41,25 - 45,African-American,0,0,0,1,F,Low,Low,0
Female,28,25 - 45,Caucasian,0,0,0,1,M,Medium,Low,0
Female,28,25 - 45,Caucasian,0,0,0,1,M,metier,Low,0
Male,58,Greater than 45,Caucasian,0,0,0,1,F,Low,Low,0
Male,43,25 - 45,African-American,0,0,0,0,F,Medium,Low,0
Male,43,25 - 45,African-American,0,0,0,0,F,Medium,Low,0
Male,43,25 - 45,African-American,0,0,0,0,F,Medium,Low,0
Male,30,25 - 45,Caucasian,0,0,0,3,F,Low,Low,0
Male,30,25 - 45,Caucasian,0,0,0,3,F,Low,Low,0
Male,30,25 - 45,Caucasian,0,0,0,3,F,down in the mouth,Low,0
Male,33,25 - 45,African-American,0,0,0,21,M,Medium,Medium,0
Female,55,Greater than 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,21,Less than 25,Caucasian,0,0,1,0,M,Low,Medium,0
Female,32,25 - 45,Caucasian,0,0,1,0,M,Low,Low,0
Male,22,Less than 25,African-American,0,0,0,1,F,Low,Medium,0
Male,22,Less than 25,African-American,0,0,0,1,F,Low,Medium,0
Male,51,Greater than 45,African-American,0,0,0,3,F,Low,Low,0
Female,35,25 - 45,African-American,0,0,0,4,F,Medium,Low,0
Female,35,25 - 45,African-American,0,0,0,4,F,Medium,Low,0
Male,20,Less than 25,African-American,0,0,1,2,F,High,High,0
Male,35,25 - 45,Caucasian,0,0,0,2,F,Low,Low,0
Male,27,25 - 45,African-American,0,0,0,1,F,Low,Low,0
Female,37,25 - 45,African-American,0,0,0,3,F,Low,Low,0
Male,28,25 - 45,African-American,0,0,0,0,M,Medium,Medium,0
Male,28,25 - 45,African-American,0,0,0,0,M,Medium,Medium,0
Male,28,25 - 45,African-American,0,0,0,0,M,average,Medium,0
Male,40,25 - 45,Caucasian,0,0,0,2,F,Low,Low,0
Male,41,25 - 45,Caucasian,0,0,0,3,M,Medium,Low,0
Male,41,25 - 45,Caucasian,0,0,0,3,M,Medium,Low,0
Male,41,25 - 45,Caucasian,0,0,0,3,M,Medium,Low,0
Male,24,Less than 25,African-American,0,0,0,0,M,High,High,1
Female,33,25 - 45,African-American,0,0,0,3,M,Low,Low,0
Male,25,25 - 45,African-American,0,0,0,4,F,High,Medium,0
Male,25,25 - 45,African-American,0,0,0,4,F,High,Medium,0
Female,30,25 - 45,Caucasian,0,0,0,4,F,Medium,Medium,0
Male,20,Less than 25,African-American,0,0,0,1,F,Medium,Medium,0
Male,20,Less than 25,African-American,0,0,0,1,F,Medium,Medium,0
Female,42,25 - 45,African-American,0,0,0,1,F,Low,Low,0
Female,40,25 - 45,African-American,0,0,0,15,F,Medium,Medium,1
Male,39,25 - 45,African-American,0,0,0,0,F,Low,Low,0
Male,39,25 - 45,African-American,0,0,0,0,F,scummy,Low,0
Male,21,Less than 25,African-American,0,0,0,0,F,Medium,High,0
Male,39,25 - 45,Caucasian,0,0,0,2,F,Low,Low,0
Male,39,25 - 45,Caucasian,0,0,0,2,F,Low,Low,0
Male,39,25 - 45,Caucasian,0,0,0,2,F,Low,Low,0
Male,24,Less than 25,Caucasian,0,0,0,0,F,Low,Low,0
Male,41,25 - 45,African-American,0,0,0,0,F,Low,Low,0
Male,39,25 - 45,African-American,0,0,0,1,F,Low,Low,0
Male,39,25 - 45,Other,0,1,0,9,F,Low,Low,0
Female,24,Less than 25,African-American,0,0,0,3,F,High,High,0
Female,24,Less than 25,African-American,0,0,0,3,F,High,High,0
Male,50,Greater than 45,Hispanic,0,0,0,1,M,Low,Low,0
Male,50,Greater than 45,Hispanic,0,0,0,1,M,Low,Low,0
Female,24,Less than 25,African-American,0,0,0,1,F,Low,Low,0
Female,24,Less than 25,African-American,0,0,0,1,F,low-down,Low,0
Male,29,25 - 45,African-American,0,0,0,0,M,Low,Low,0
Male,29,25 - 45,African-American,0,0,0,0,M,downcast,Low,0
Male,29,25 - 45,African-American,0,0,0,0,M,Low,Low,0
Male,29,25 - 45,African-American,0,0,0,0,M,Low,Low,0
Male,39,25 - 45,African-American,0,0,0,35,F,High,High,0
Male,39,25 - 45,African-American,0,0,0,35,F,High,High,0
Male,25,25 - 45,Caucasian,0,0,0,2,M,Medium,Medium,0
Male,25,25 - 45,Caucasian,0,0,0,2,M,Medium,Medium,0
Female,23,Less than 25,Caucasian,0,0,0,0,F,Medium,Low,0
Female,23,Less than 25,Caucasian,0,0,0,0,F,Medium,Low,0
Female,23,Less than 25,Caucasian,0,0,0,0,F,Medium,Low,0
Male,22,Less than 25,African-American,0,0,1,1,F,High,High,0
Male,22,Less than 25,African-American,0,0,1,1,F,High,High,0
Male,22,Less than 25,African-American,0,0,1,1,F,High,High,0
Male,24,Less than 25,African-American,0,0,0,3,F,High,Medium,0
Male,24,Less than 25,African-American,0,0,0,3,F,High,Medium,0
Male,44,25 - 45,Caucasian,0,0,0,2,M,Low,Low,0
Male,20,Less than 25,African-American,0,0,1,1,F,High,High,0
Male,33,25 - 45,Hispanic,0,0,0,3,F,Low,Low,0
Male,39,25 - 45,Caucasian,0,0,0,11,F,Low,Low,0
